id,uid,name,type,description,review,user_id,dt_current_timestamp
3808,c11b92c9-2f96-4ef9-802c-53c373634da5,Sweet Box,Bar,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,523a8407-2604-4ad2-94d8-4cb25ea6344b,2024-01-17 20:01:41
9162,4bba6fc6-c7f3-422d-af6e-a015c7600d8d,Mountain Retreat,Bar,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,6eb0224a-a94b-43c0-8124-ec84b0d594f6,2024-01-17 20:01:41
1783,efa1acef-54ab-4796-aa93-176236bce3fb,66 BBQ,Fast Food,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",f29f2ff3-6838-4ecc-8d0d-417180d24b57,2024-01-17 20:01:41
3373,2080100a-55a9-4476-80d0-35e2a1a4e85d,Sweet Box,Café,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,577a9b0a-b27b-4450-8112-d340761192d8,2024-01-17 20:01:41
9422,5cbd7403-7b8b-44bd-90b5-4a48bc884e2a,Ocean View,Bistro,A cozy place with home-style cooking.,"Great location, but the service could be better.",408b9a52-345a-4c33-868c-c84b7c3e799c,2024-01-17 20:01:41
7687,2cabb8d1-0e29-4ac2-96c2-56444d8b6903,Ocean View,Fine Dining,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,5c188abc-cc87-45c0-b98e-bcfacb81944a,2024-01-17 20:01:41
2478,0dce2ebd-468a-4115-9452-cce3880defe4,Ocean View,Fine Dining,A cozy place with home-style cooking.,A bit pricey but totally worth it.,0337ec9f-f54a-4acd-86e6-7e43f46a1466,2024-01-17 20:01:41
2208,30af2780-4dcd-4335-93d9-ab0e421bf88c,Sweet Box,Café,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,53415a3b-618b-40bb-8367-618695f619ed,2024-01-17 20:01:41
5197,7f7d92a4-ec0d-4d05-98ed-b75edb293b8b,66 BBQ,Café,A cozy place with home-style cooking.,A bit pricey but totally worth it.,59c38f5d-a278-4410-b0cc-37d51f73184e,2024-01-17 20:01:41
3720,7304e632-c916-4b40-aefb-20a6b11b1c7d,Mountain Retreat,Café,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,978a7ad3-4268-41cc-beba-26e63da85531,2024-01-17 20:01:41
7901,7fab6819-303c-408c-b1c8-ccb3d5c0a677,Mountain Retreat,Bistro,A cozy place with home-style cooking.,A bit pricey but totally worth it.,f1f7fd25-5eb1-42aa-99fb-b4bc3e08a662,2024-01-17 20:01:41
2749,915aaf80-8fb0-4a26-a62b-1ddd27a34005,Mountain Retreat,Fine Dining,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,509db23e-1bbb-4896-b041-6d28e249f9c0,2024-01-17 20:01:41
1476,ae981ba0-99aa-4672-867f-828be287bbc8,Ocean View,Fine Dining,A cozy place with home-style cooking.,Excellent food and friendly service!,5456195f-f2f2-418a-83e0-69db714bb334,2024-01-17 20:01:41
9399,805f1a41-44c2-4e5f-bb07-2b48707b9302,Ocean View,Café,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",19021fb4-ec44-42fc-b6f2-ea7c1ac7caab,2024-01-17 20:01:41
6621,e4ed54da-bd88-4b3f-8ab3-53d75bac3a24,Café Delight,Bistro,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,7c4d2d35-ac4f-4f41-9a03-427c8e66764b,2024-01-17 20:01:41
3465,0b68fb63-5a19-43fe-97d4-26aa560b9cbd,Ocean View,Bistro,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",ba84ea30-88fc-4ffe-b7bb-93a646e1e30b,2024-01-17 20:01:41
7529,3b619372-db33-459c-8ecd-6d6bac84c20f,Ocean View,Bar,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",9629a859-58c6-45a3-9bc1-04005ee967c0,2024-01-17 20:01:41
3466,8375b6c6-96bb-41b4-b2a5-dc4d00915833,Ocean View,Café,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,a0db50a9-50b1-49ef-9970-8e3acebb5038,2024-01-17 20:01:41
9008,068d1c3d-e34d-42f0-adaa-5a354a7d5d1a,Ocean View,Bistro,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",9913c122-4d0a-4cf1-acf4-cf454bc47c67,2024-01-17 20:01:41
