id,uid,name,type,description,review,user_id,dt_current_timestamp
7680,f4be2631-33a6-47dd-87e4-631452229a6d,Sweet Box,Bistro,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,878f9876-1920-4c22-a155-032dfcf007fc,2026-03-05 09:26:14
7311,f6bbff9e-4a74-48dc-89b9-26fdf48a51a8,Cafe Delight,Cafe,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,379e40b2-4d3f-40d7-9b6f-58487390fce9,2026-03-05 09:26:14
7701,89a2e20a-32f9-41b2-af2a-dbd57e4bd111,66 BBQ,Bistro,A perfect place for a romantic evening.,A bit pricey but totally worth it.,73f12156-751f-4f92-b4ac-7d95e880f59d,2026-03-05 09:26:14
1569,dbcfa181-32e8-4f65-a01a-6ce067bd295a,66 BBQ,Cafe,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,2bc6f80c-c223-465d-b091-99680d93b09a,2026-03-05 09:26:14
6041,2f1ecd4d-4d10-4a99-b489-24ec2ce74a55,Cafe Delight,Bistro,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,4f31692b-2383-4cc4-9a16-123ac6c717ab,2026-03-05 09:26:14
6232,61ebade2-c589-4fbc-9b0a-6936a18df228,66 BBQ,Fine Dining,A perfect place for a romantic evening.,A bit pricey but totally worth it.,53849af9-0119-47ed-96b7-9aab87171704,2026-03-05 09:26:14
7474,25dfa94a-9400-4e6b-91a9-f6a753867891,Mountain Retreat,Fast Food,A cozy place with home-style cooking.,Excellent food and friendly service!,35c8041f-1c01-471d-9801-9a91fbb19fd1,2026-03-05 09:26:14
2136,4ac2acf9-2496-470d-8844-b90e00b5d356,66 BBQ,Bistro,A cozy place with home-style cooking.,A bit pricey but totally worth it.,0fafd291-a13b-41d0-8bc7-82f438991cd9,2026-03-05 09:26:14
9778,7e7e91b9-62d3-4122-b87c-69636ec4147f,Ocean View,Bar,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,19748a89-0a28-47aa-b637-6864f42dcb34,2026-03-05 09:26:14
2033,21b19434-c039-4f78-b92b-3fbd697889e5,66 BBQ,Bar,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,0ed0ef0c-1842-422a-8563-1f754fc8c322,2026-03-05 09:26:14
7612,bee25aa3-8931-4d73-ad1c-91459c5de613,Cafe Delight,Cafe,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,d6f9fed5-a566-42ab-aea5-96ac38c684c3,2026-03-05 09:26:14
4825,a4d79c36-af91-4a8c-87b0-3f991fa5254f,66 BBQ,Bistro,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",a8f57bef-3729-4af4-bd34-71b36249cf7d,2026-03-05 09:26:14
3521,c44f64e4-8903-47a2-ac36-5a66d9a7cb7c,Mountain Retreat,Fine Dining,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,842916d9-3bcd-4a5d-80bc-d84920bcffab,2026-03-05 09:26:14
6056,c1b2718c-f401-4e15-b6d0-89d76a455a10,Cafe Delight,Cafe,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",27baacb2-be63-430d-b5e0-26a1f775d9fc,2026-03-05 09:26:14
3713,0f4e92ee-8e9f-4be9-9509-ecf89a4e06f3,Ocean View,Bistro,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,89bd8d07-abd3-4b06-9f69-15642b842040,2026-03-05 09:26:14
9223,4a2a5dfe-5fec-4990-bfe2-50315b8b3c0b,Mountain Retreat,Bar,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",5c5dbcb0-84ee-4ff6-8bc3-2169ec5f8195,2026-03-05 09:26:14
8953,3e7f2bcd-7413-49fb-851e-eb8e668d1397,Sweet Box,Bar,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,e279d999-2fbb-4995-8065-57b8f7958be2,2026-03-05 09:26:14
1261,12bf1cb0-26f3-482c-adc9-6d577d78a1fb,Sweet Box,Cafe,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",57925a7d-9986-4101-a134-709883d0301f,2026-03-05 09:26:14
4216,29784d95-a278-4a89-9d79-8da643fd9d04,Cafe Delight,Bistro,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,e9987c0f-089f-4723-8c42-03821a95796a,2026-03-05 09:26:14
8030,cecfdcef-e128-42b4-bf03-1b42e240daf2,Sweet Box,Fast Food,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",fb7f4d2d-bf45-4735-a1c3-3286d9e55d69,2026-03-05 09:26:14
9781,b3e94e7e-1b24-45ed-92a0-fa5215123c7c,Sweet Box,Fast Food,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,7466485c-46ff-4ed6-b1df-990ad547819c,2026-03-05 09:26:14
1686,c67c2d5e-7b2f-4d77-994d-53714760b17f,Ocean View,Bar,A perfect place for a romantic evening.,"Great location, but the service could be better.",986b344e-7138-4377-813b-bb0ac7697ca5,2026-03-05 09:26:14
3464,4613c091-9f51-4849-80a7-79399ad7dc82,Cafe Delight,Fast Food,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",5967e6f4-4ff8-4df4-878f-b2e91b9ff3e5,2026-03-05 09:26:14
7060,be5ccedf-4298-4c2b-9908-7e479843a713,Cafe Delight,Bar,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",7fa2f395-1cc5-41c5-b87a-2c6212f7fec1,2026-03-05 09:26:14
3047,d89bfbfb-cb72-452d-876d-7418c1ff7c02,66 BBQ,Fast Food,A cozy place with home-style cooking.,"Great location, but the service could be better.",2ca02ad6-84ae-4189-8df4-7a05c076d800,2026-03-05 09:26:14
2858,50209f9c-393c-4362-8f43-3b50ecb3d3e1,66 BBQ,Bar,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,4da36dd4-babe-4935-bee2-31eafc8e1ce5,2026-03-05 09:26:14
4265,35ea507a-513a-40f1-b2ab-6825acce8aec,Ocean View,Bar,A cozy place with home-style cooking.,A bit pricey but totally worth it.,f799cec2-b17e-4b2f-a011-4561ef1ed667,2026-03-05 09:26:14
1858,542a5f13-04b7-42d5-ae17-0c7e5a27c675,Sweet Box,Fine Dining,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,3ea78174-4fcb-4692-939b-b9b3bf8c6399,2026-03-05 09:26:14
9427,0ddecaeb-a469-4864-ad75-c5346c19771e,Mountain Retreat,Fast Food,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,f3c0b9d6-6ba5-4b99-b26e-8d862f60074d,2026-03-05 09:26:14
4504,c9e3f0a9-30d8-4d78-b311-4e17189813ea,Mountain Retreat,Fast Food,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",41ef0d73-0897-4c86-919d-f6c586f16ad3,2026-03-05 09:26:14
8347,3259dbe6-4b0a-4743-8a3c-7697976a9406,Ocean View,Bistro,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,98961f0c-fec6-42ff-8785-fb2183269471,2026-03-05 09:26:14
8459,0fecab96-1ef5-45f3-9cc4-a02a354d8ddb,66 BBQ,Fine Dining,A cozy place with home-style cooking.,"Great location, but the service could be better.",65e9db3e-f1fa-4cac-8bb0-320283a91c37,2026-03-05 09:26:14
9816,8453a9a8-7a2b-416a-b353-5c450b437169,Cafe Delight,Bar,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",fc4fb809-0438-4747-acdf-bdebea6e02f6,2026-03-05 09:26:14
6290,4425b66a-709a-4902-99c8-25fce6e89b36,Ocean View,Fast Food,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",870712b5-2a82-4fd0-8362-b5f980f17ba1,2026-03-05 09:26:14
5144,60cd620c-149b-4a7a-b044-8db7fb6c604b,66 BBQ,Fine Dining,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,d14fc4b7-ab6a-4b07-bb95-89d8ebab4513,2026-03-05 09:26:14
6391,49efa1ad-7556-45fd-a7a6-2aca651a7b8f,Sweet Box,Bar,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",9fbfe62f-706f-4b3d-81e1-3183c3a037ed,2026-03-05 09:26:14
8667,f68ecd4f-5a66-4923-acd8-7f119a395662,Cafe Delight,Bar,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,f33102f1-4ac6-4b2f-9bd2-151d0caf7d5b,2026-03-05 09:26:14
3096,6f6fcf41-6fba-42f9-9852-a0cda84fce47,Cafe Delight,Bar,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,e2784d9f-f239-4193-90f0-ca0a33eb4959,2026-03-05 09:26:14
1385,8c4a0357-24b5-4266-925d-e4a523977ae8,66 BBQ,Bar,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",ac6c4f22-e06c-4c4d-8a25-f5a920c8ebc0,2026-03-05 09:26:14
5591,f72923d5-44f6-4aa1-818d-f54b1e1f196f,Cafe Delight,Fast Food,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,e9c998cf-2aa1-4bb4-a2a7-547413fee1d5,2026-03-05 09:26:14
2493,c8962a42-cef3-4206-be42-a2a4dfb04239,Mountain Retreat,Bistro,A cozy place with home-style cooking.,"Great location, but the service could be better.",a14aaae6-71de-4157-b00f-47d8eea15d8e,2026-03-05 09:26:14
6678,f23256a3-072e-41e1-bf89-4be126853ebb,Mountain Retreat,Cafe,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,15d3e318-0fa8-4f1a-84c7-fe47f534386f,2026-03-05 09:26:14
6850,13a15794-a49c-46c5-9b68-3744f8e2739d,Mountain Retreat,Fast Food,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,4732391d-01d3-4832-b194-5dc6fb15bfe6,2026-03-05 09:26:14
5754,43eed17d-5c76-46ed-a1dd-e8a15eaca01b,Sweet Box,Fine Dining,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,6cf13155-682a-40c5-8ad1-5a6e6480b0af,2026-03-05 09:26:14
7791,2504ef3e-65d1-40b6-a357-77c68b573b7d,Cafe Delight,Bar,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",45c3bd3f-5f4a-4c43-8a20-26e29845d8c2,2026-03-05 09:26:14
5294,e731286d-5bfd-46ab-b0ca-9e16da2270be,Ocean View,Cafe,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",521d0ba4-8a36-4b89-b5fe-5bbbf6720a9b,2026-03-05 09:26:14
1885,d3977328-681a-432f-920e-264d5a871ad0,Ocean View,Fine Dining,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,984eda53-6507-44ee-a66e-a90fd39bfb55,2026-03-05 09:26:14
7516,6de1feac-ed22-417a-b72c-8eab1872e7ac,Cafe Delight,Bistro,A cozy place with home-style cooking.,A bit pricey but totally worth it.,4dd8fccd-dd7e-4118-b4eb-bad967eaafe7,2026-03-05 09:26:14
9440,9b6e1e3b-a41b-45ae-b4c5-ff9a36cdcd37,Mountain Retreat,Fine Dining,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,774b9ab0-f202-4b16-8e00-21f86769aad7,2026-03-05 09:26:14
3493,006efcb1-258f-43e5-8dea-e08d0b6e6c64,Cafe Delight,Bar,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,90b4674f-5ef5-45b0-b132-bd2f7e8d668d,2026-03-05 09:26:14
3671,5e888127-7164-4d9c-89f6-f19492ba5fbb,Mountain Retreat,Bistro,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",52740f01-c2a1-4387-856d-07d8be6b7f42,2026-03-05 09:26:14
7393,30956559-6376-49a4-9c61-ddf89edc691c,Mountain Retreat,Fast Food,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,723b1600-31b7-4005-9ae0-9ee13a2c8060,2026-03-05 09:26:14
8094,f21f631b-9847-4190-90ac-9b3b50e3c1b7,Ocean View,Cafe,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",794b9d12-1594-441f-be47-5fa394cf36e1,2026-03-05 09:26:14
3812,545b056c-4cb6-496e-8996-753d9276a781,Sweet Box,Fast Food,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",7c14c7ee-9244-49ed-ac39-893f5d1eaaad,2026-03-05 09:26:14
9139,ede5e2d9-6300-4261-9a78-6dd9b8193c88,Ocean View,Fine Dining,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,4a9c577b-d84c-460f-8a79-2395eba06467,2026-03-05 09:26:14
3074,f1d31e92-e510-4274-8e95-7ad16594b359,Ocean View,Bar,A cozy place with home-style cooking.,A bit pricey but totally worth it.,1de54f2c-1288-4032-9d3a-a6eb18fff97b,2026-03-05 09:26:14
7145,3f4e2f55-0a71-449a-b307-4fc611c8d955,Sweet Box,Cafe,A perfect place for a romantic evening.,Excellent food and friendly service!,98956f81-d249-4df9-acad-adf30c75b059,2026-03-05 09:26:14
1237,37e501a3-8092-4515-8ec4-a3f55ea64e7a,66 BBQ,Bistro,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",97278e32-581a-47cf-b537-99dff9f8a887,2026-03-05 09:26:14
7821,8882bae4-f586-45c8-890f-6ecb2e5918a3,Sweet Box,Bar,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",695e8f84-7626-4fb0-9219-5bd6031be6a0,2026-03-05 09:26:14
8072,6c2e3677-e72e-4b28-8498-a64b07546f96,Ocean View,Fast Food,A cozy place with home-style cooking.,Excellent food and friendly service!,e2ec67e8-afc6-40bf-9edc-9ed621e54c58,2026-03-05 09:26:14
1360,d76e741d-d5ac-4228-8437-fe31f64eb386,Mountain Retreat,Bistro,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",6f1cb352-6790-4aba-8080-cde4690404bf,2026-03-05 09:26:14
6613,ac8a491f-8c64-493e-92f1-32c77c6c9f1e,Ocean View,Bar,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,7f237be6-c43f-4644-9ef7-0b4f9c8e5e98,2026-03-05 09:26:14
3330,8999843e-1927-4c9f-a0f9-fc1e43adc602,Sweet Box,Bistro,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",bf24d2ba-b3ca-494f-a922-97e76eea340d,2026-03-05 09:26:14
3800,3aac56a3-7dce-46b3-9304-c2cbcde40b15,Ocean View,Bar,A cozy place with home-style cooking.,"Great location, but the service could be better.",7795d0b3-551a-413a-bbe5-669cbee67e3a,2026-03-05 09:26:14
8941,ce3561a0-68cd-46eb-918b-b91f615db5a4,Sweet Box,Bistro,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,e44873c8-9164-4dcf-b2d0-53c2a8575064,2026-03-05 09:26:14
9417,b1f47ca6-ff52-447d-a6b6-59f2e3bf513b,66 BBQ,Fine Dining,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",f53a8dbd-9edb-498b-b4e8-34370302a5ca,2026-03-05 09:26:14
6324,c1da1ea1-e9ac-4aaf-bb0e-e220524a03ed,Sweet Box,Fine Dining,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",984688e6-8c1b-4755-9be2-6bf44014c00d,2026-03-05 09:26:14
2556,cac1ecd9-2992-41dc-8ba7-c93bb8f08aae,Ocean View,Bistro,A cozy place with home-style cooking.,"Great location, but the service could be better.",1e2b0c69-3afb-46ca-a52f-207c984c80af,2026-03-05 09:26:14
2769,2473ba69-1427-4723-8bfb-a726be4ab600,Ocean View,Bar,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,695587a6-5962-4653-a330-de6f352494f4,2026-03-05 09:26:14
5284,3bf86df9-daf4-468e-91e3-ca387d088367,Ocean View,Cafe,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,b3f3791d-4f09-461f-9936-971744a895c0,2026-03-05 09:26:14
6642,49265f7a-a130-400a-a504-915993f66f76,Ocean View,Fast Food,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,81d9592a-dcb1-441d-ad01-e62716b31b7c,2026-03-05 09:26:14
9013,790a68f6-01de-4115-8cf3-23ac5d616cd4,Sweet Box,Fast Food,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",560a4022-e815-4bed-ad07-413c8a06b0dd,2026-03-05 09:26:14
8439,01e2409e-3bd1-4e61-8c3b-d3846aff08ab,Cafe Delight,Fast Food,A perfect place for a romantic evening.,Excellent food and friendly service!,c5539dd4-3176-4527-823c-e353f4b2e210,2026-03-05 09:26:14
7692,8600e8dc-eed8-4693-b4c7-a7053fee688b,66 BBQ,Cafe,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",21e60852-b164-48ec-a67d-44e5b3a1ef13,2026-03-05 09:26:14
6435,f7a93133-a932-4015-9c26-31f4a2de17de,Mountain Retreat,Bistro,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,71cbc175-681b-434a-ae50-6f7193100630,2026-03-05 09:26:14
7291,1da6a1b5-8f7f-4853-bb50-563482a0f98e,66 BBQ,Bistro,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",e6e98ae8-0473-4512-86be-69b0f2cc666d,2026-03-05 09:26:14
5199,bd930bb8-8d6f-4271-9716-14ddb960af15,Mountain Retreat,Fine Dining,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",5e3c19c5-0e03-4411-b578-bf9a888e4d47,2026-03-05 09:26:14
5429,ad2b64bc-84c8-4f2e-af8a-542a6e341de0,66 BBQ,Bistro,A cozy place with home-style cooking.,A bit pricey but totally worth it.,6cb3c5c5-14aa-4b4b-9617-fb3d929a6952,2026-03-05 09:26:14
9238,46cd9d0b-f0a4-4e54-9f30-36a5793abc86,Sweet Box,Fine Dining,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",a945549e-6b29-4187-9337-be3f9cab3d37,2026-03-05 09:26:14
3338,1f4f41c0-905e-4b82-88e4-48bbe51b324a,Mountain Retreat,Fine Dining,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",43b26663-3a5f-4c27-b72e-f58fec21d641,2026-03-05 09:26:14
7088,d8f65ff0-3e0d-48ce-a743-a4c51a541fdc,66 BBQ,Cafe,A perfect place for a romantic evening.,Excellent food and friendly service!,e547910b-5ac5-4181-97eb-314fab3b38e2,2026-03-05 09:26:14
9456,4d7698ee-6430-4adc-978b-3b076dc41904,Ocean View,Cafe,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",0816f5e9-46ac-4931-97bd-d53b819758c2,2026-03-05 09:26:14
2953,02e4f14e-79e2-4d9d-86bc-503d15046c14,Ocean View,Bistro,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,81cd5eb9-6c53-4a62-bbf0-8319ad6671fb,2026-03-05 09:26:14
2687,2ae2fb06-fc55-46ab-8592-30f248fe0d72,Sweet Box,Bar,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",4bc7bd54-28b7-4c3f-91c9-e82af8572f10,2026-03-05 09:26:14
4765,6fb9bbde-13c0-4ecc-8a85-ff85de98e5ca,Mountain Retreat,Bar,A cozy place with home-style cooking.,"Great location, but the service could be better.",0802b73b-c135-4257-b5ac-8f9a10d4eacc,2026-03-05 09:26:14
5270,9bd914a7-dfe1-4937-ae47-78eac066017c,Ocean View,Bar,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,56894dfd-ee66-4203-92a3-bf5e3f3d38d0,2026-03-05 09:26:14
7856,f7db80da-4123-4b91-a04f-dc43ec3efaa9,66 BBQ,Fine Dining,A cozy place with home-style cooking.,Excellent food and friendly service!,7f325c88-66ec-47cf-9b98-6b283e8249ea,2026-03-05 09:26:14
1868,24120f5b-c91f-4082-8631-dae24bff5ebb,Sweet Box,Bistro,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",559b1a2e-c6f3-44dc-b044-2da60ada073b,2026-03-05 09:26:14
7802,23288397-264a-4514-abba-dc3906287268,Ocean View,Bistro,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,a0027bfd-a028-441d-adc5-160a5990679a,2026-03-05 09:26:14
6304,4a153576-1dfa-40af-bfab-55b2794a6a1b,Cafe Delight,Fine Dining,A perfect place for a romantic evening.,"Great location, but the service could be better.",06cb1388-d0a8-41a3-81c0-61c029d99d2e,2026-03-05 09:26:14
2000,62f74dd6-ca04-4c55-b97b-f415cdf24471,Cafe Delight,Cafe,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",0c9f830b-0ab6-4be0-b7d6-d94c89a94c83,2026-03-05 09:26:14
3963,5653ac6c-bcdd-4dfe-9c97-68a598ae666c,Cafe Delight,Bar,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",cd404f31-788c-4c2c-b86b-72abfc9063e0,2026-03-05 09:26:14
1452,3214c671-edc6-4bf1-9357-6efbff73a3e2,Cafe Delight,Bar,A perfect place for a romantic evening.,"Great location, but the service could be better.",8c7b1b64-cf7c-4e1b-962b-490640bcd669,2026-03-05 09:26:14
8326,2e15d0f9-5299-4f8f-843a-370059c8381a,66 BBQ,Bar,A perfect place for a romantic evening.,A bit pricey but totally worth it.,5eebb4b7-8993-49bc-ae40-c9d82a713823,2026-03-05 09:26:14
2478,de10133c-10b0-49d0-8229-43f1fd098600,Sweet Box,Fine Dining,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",b5c31db4-9a38-4745-83ac-823c96410012,2026-03-05 09:26:14
6653,ce5d9263-3197-40e3-8ac8-1ef2ac97c3b3,Cafe Delight,Fine Dining,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",2dceb403-4c48-4fc1-ac71-6d719ca22bc1,2026-03-05 09:26:14
1316,ff7741d9-9c0c-42d2-b5f5-6f0657e48a32,Sweet Box,Bar,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,32f671ed-a08a-45e8-97f5-da09dc8190ef,2026-03-05 09:26:14
8884,51318a64-5d90-4cb5-8db9-5343779525b3,Cafe Delight,Fast Food,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",ca21937d-a619-4132-8bd7-9b78a5651e0c,2026-03-05 09:26:14
6765,48e80c26-8a5e-4e55-bf63-fa3f5006a42b,Ocean View,Bistro,A perfect place for a romantic evening.,Excellent food and friendly service!,13a7a850-9041-4f5a-b85b-93bf49c8bd43,2026-03-05 09:26:14
2991,7d996287-fbe9-49cb-8374-ac8d8c70c747,Cafe Delight,Cafe,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",074b3ae9-7451-4180-9244-324870638867,2026-03-05 09:26:14
